"","A","B","C","D","E","F","G","H","I"
"Q74DC7",5.3153665,4.971705,5.066293,5.293194,5.30749125,5.59468,5.30749125,5.0953995,5.139528
"Q74GY0",8.5640025,8.656606,8.5602045,8.507127,8.56669425,8.312346,8.56669425,8.6177025,8.469205
"Q74GA1",6.950412,6.61,6.576276,5.048386,6.9765265,6.777282,6.9765265,6.608266,5.7948205
"Q74FP2",6.068767,5.41298,5.4723015,5.843637,6.043109,5.771822,6.043109,5.13595,5.7725985
"Q74B24",5.3366495,5.238146,5.2180465,5.208683,5.45140775,5.198767,5.45140775,5.375742,5.269538
"Q74EP9",5.4139705,5.241834,5.271124,4.911257,5.56105125,5.473385,5.56105125,5.2595545,5.137124
"Q74D34",6.28266,4.857087,5.0699125,6.558925,6.2559275,6.342817,6.2559275,5.082586,6.4860115
"Q747Q2",5.6587455,5.291191,5.385297,5.412444,5.61726125,5.474333,5.61726125,5.42648,5.370789
"Q74H79",5.0047155,5.527846,5.6738795,5.041314,4.84799125,5.042431,4.84799125,5.287684,5.152771
"Q74G57",6.416896,7.343093,7.373801,6.475759,6.416926,6.566885,6.416926,7.2861955,6.479459
"Q74E87",5.334185,5.652957,5.617112,5.277835,5.3808275,5.261721,5.3808275,5.58739,5.264329
"Q74DY8",8.694268,8.233934,8.253537,8.672116,8.6781255,8.526895,8.6781255,8.262984,8.5433525
"Q74E49",5.6237885,6.480725,6.463802,5.960984,5.35921725,5.877596,5.35921725,6.4738335,5.925901
"Q749U1",5.4118635,6.379849,6.5745615,5.509565,5.41978025,5.330961,5.41978025,6.3972605,5.5934765
"Q74AT0",7.476986,6.882621,6.5791965,7.55782,7.4207405,7.341058,7.4207405,6.9371695,7.459538
"Q747I3",5.1418135,6.974111,7.0083235,6.564181,5.65060025,6.527075,5.65060025,6.958491,5.941773
"Q74BF2",7.662256,7.663531,7.577915,7.663918,7.714706,7.551047,7.714706,7.6662055,7.644893
"Q749A9",4.859915,5.267559,5.435994,5.198385,4.979487,5.31591,4.979487,5.2738595,5.2409035
"Q748W3",6.411577,5.976579,5.604823,6.357172,6.416088,6.355394,6.416088,6.0231975,6.327061
"Q74EU4",6.047278,5.262078,5.2088565,5.753767,5.993922,5.59102,5.993922,5.403119,5.744567
"Q74CP7",6.660697,6.137101,6.0982945,6.503804,6.7166415,6.525951,6.7166415,6.0693525,6.3828665
"Q747H1",4.932003,5.238553,5.313701,5.217956,4.852624,5.288034,4.852624,5.4905655,5.190496
"Q74GU0",5.202739,5.295984,5.491802,5.153577,5.1523975,5.144763,5.1523975,5.318718,5.1689245
"Q74GG6",5.1938415,5.18552,5.3382395,4.888692,5.01144075,4.907342,5.01144075,5.2764475,5.2886935
"Q748B9",5.406821,5.568433,5.4951285,5.490001,5.439181,5.431122,5.439181,5.462086,5.4799335
"Q74AX3",6.323805,5.836305,5.570065,6.031004,6.276359,5.740891,6.276359,5.6525535,6.03912
"Q74EY3",4.986707,5.426316,5.3853955,5.039323,5.1850325,5.834688,5.1850325,5.5505785,5.0019445
"Q74AU1",5.922195,6.032054,5.926777,5.862817,5.926816,5.961625,5.926816,5.917253,5.8796635
"Q748T0",6.7263465,6.326254,6.388159,6.772116,6.64943475,6.694719,6.64943475,6.3462545,6.7601095
"A0LNH3",4.889022,5.315817,5.501204,5.59984,5.040779,5.170249,5.040779,5.1745835,5.272078
"Q74E63",5.063853,5.033202,5.2919665,5.428607,5.02871,4.90146,5.02871,5.226043,5.1370575
"Q74H85",4.8408145,5.460167,5.569388,5.25894,4.87661125,5.168982,4.87661125,5.4400715,4.9681975
"Q74CD4",4.8841765,5.274992,5.128341,5.071796,4.92113325,5.088202,4.92113325,5.1819885,5.1128715
"Q74BX4",5.5049875,5.528345,5.5662405,5.211254,5.52237675,5.235124,5.52237675,5.540922,5.2472325
"Q74H39",5.099498,4.961503,4.978213,5.592654,5.2882465,5.394767,5.2882465,5.165973,5.495019
"Q747Y1",5.0037525,5.109926,5.5173455,5.251323,4.82196225,5.126132,4.82196225,5.047743,5.293647
"Q74BG9",6.5544295,5.346241,5.411858,6.184947,6.53085275,6.156488,6.53085275,5.245573,6.091398
"Q74ES8",5.083122,5.350294,5.121553,5.247467,5.2170405,5.433175,5.2170405,5.250334,5.163409
"A0LI69",4.9906095,4.955538,5.238885,5.322129,4.80075575,5.11943,4.80075575,4.9973765,5.4306325
"Q747G9",5.975471,6.035029,5.9812485,5.849757,5.953505,5.984658,5.953505,6.05835,5.7620975
"Q747G6",8.031461,7.171493,7.0355745,8.000217,7.971642,8.019157,7.971642,7.112593,8.018642
"Q748E6",5.8489855,6.359399,6.246756,5.797752,5.76694675,5.706905,5.76694675,6.3583905,5.8047005
"A0LJ52",5.025958,5.627529,5.551723,4.954547,4.861683,5.543525,4.861683,5.4577965,5.011901
"Q748V3",6.563617,6.054345,6.34024,7.160678,6.4760635,6.930409,6.4760635,6.4207115,7.0225895
"Q74BL6",5.577091,5.820812,5.6239795,5.313846,5.479365,5.339936,5.479365,5.814319,5.4864535
"Q74FC6",4.807321,5.406526,5.5087545,5.083129,4.848884,5.317741,4.848884,5.381687,5.253685
"CON__sp|Q86Y46|K2C73_HUMAN",4.660501,5.440241,5.3736565,5.061767,4.8554595,5.076581,4.8554595,5.437112,5.126249
"Q74DZ0",5.4980275,5.903612,5.53115,5.346216,5.35804475,5.412259,5.35804475,5.5999935,5.3447235
"Q74EU3",5.679381,7.806201,7.7813995,5.268691,5.686664,5.137386,5.686664,7.231547,5.2526505
"Q747H8",5.499084,5.362369,5.2582155,5.448351,5.503335,5.507775,5.503335,5.1473175,5.1978835
"Q747G7",7.683951,7.142577,7.118349,7.742033,7.683589,7.498572,7.683589,7.1871,7.644251
"Q74EV6",6.1116185,5.429871,5.5091305,6.117801,6.11108725,6.002986,6.11108725,5.253029,6.0716355
"Q747V7",6.7448605,6.119421,6.231346,6.350791,6.65959625,6.262949,6.65959625,6.2879545,6.345578
"Q74F89",5.99762,5.897726,5.954267,6.106802,6.213912,6.246548,6.213912,5.8013155,6.2743745
"Q74A51",4.6990315,5.606249,5.5159565,4.876058,4.59922875,4.796896,4.59922875,5.3136475,5.0602855
"Q74CP3",5.3048385,5.300023,5.300508,5.66968,5.24301225,5.375627,5.24301225,5.4572165,5.519687
"Q74GV8",5.0729935,6.390016,5.822253,5.430189,5.09227925,5.181929,5.09227925,6.0282485,5.2687225
"Q74ED9",6.3479045,6.02284,5.915458,6.298853,6.36006775,5.91617,6.36006775,5.940998,6.1979685
"Q74C12",5.5249255,4.897503,5.121998,5.574968,5.57875725,5.636528,5.57875725,4.9174045,5.403528
"Q74BI8",6.6657625,6.66467,6.693438,6.802774,6.61958975,6.592243,6.61958975,6.651015,6.7252545
"Q74A65",5.754918,5.159427,5.359266,5.11391,5.67782,5.362426,5.67782,5.143687,5.128369
"Q74GB3",7.112491,7.941238,8.036989,7.35251,7.2138845,7.265761,7.2138845,7.891602,7.100777
"Q74GG1",5.199887,5.175419,5.448817,5.079347,5.1687315,5.573349,5.1687315,5.333705,4.94527
"Q746U8",5.2490005,5.133087,5.355637,5.386912,5.03186125,4.933818,5.03186125,5.432185,5.041235
"A0LMJ3",4.944585,5.379073,5.33608,4.992908,5.076198,5.350406,5.076198,5.5428145,4.9463365
"Q74FW6",5.794725,5.440122,5.3889805,5.187562,5.919024,5.306296,5.919024,5.2557205,5.3409625
"Q74D54",8.934998,7.503573,7.5190345,8.232717,8.879604,8.451387,8.879604,7.4709785,8.364193
"A0LH39",5.1796,5.421116,5.362512,4.868101,5.1662575,5.149444,5.1662575,5.2046595,5.0160565
"Q74AP9",5.450022,6.268812,5.9553305,4.944385,5.7569405,4.962353,5.7569405,6.2538055,4.963171
"A0LND6",5.166341,5.676623,5.6397295,5.300459,5.2149955,5.659813,5.2149955,5.576788,5.0586835
"A0LLG2",5.186414,5.255003,5.101075,5.024182,5.185782,5.381891,5.185782,5.2840135,5.2187815
"Q74D28",5.961935,6.110826,6.067779,6.349239,5.9353495,5.710845,5.9353495,6.0212055,6.171633
"Q74A61",5.562415,5.427062,5.5792895,5.557279,5.5302525,5.494781,5.5302525,5.494121,5.5813945
"Q74GM8",5.2316145,6.258901,6.369899,4.771451,5.37236275,5.369457,5.37236275,6.295902,5.0131445
"Q74CI6",5.2455585,5.497008,5.4520665,5.090414,5.28496525,5.42502,5.28496525,5.50297,5.0602235
"Q748C0",5.0603475,4.901995,5.14265,4.981905,5.14760175,5.189995,5.14760175,4.9483715,4.9981045
"A0LLT2",4.9033165,5.038104,5.2385805,5.077234,4.89338175,5.609775,4.89338175,5.177338,4.9005655
"Q74H80",6.966598,7.395885,7.252698,7.89855,6.9712585,7.646394,6.9712585,7.295671,7.9076465
"Q747E7",5.2839995,5.597166,5.571111,4.973464,5.06048425,5.024456,5.06048425,5.2449535,5.041009
"Q74F97",4.761184,5.285977,5.3658905,4.895043,4.8149595,5.141757,4.8149595,5.2514825,5.165838
"Q74CY8",5.243218,5.073231,5.0061565,4.935062,5.318259,5.296642,5.318259,5.208684,5.077433
"A0LLG0",5.657854,5.285882,5.3954635,4.950411,5.310983,5.089471,5.310983,5.181004,4.9778225
"A0LIH6",5.0169595,5.19087,5.1382145,5.329031,5.20573275,4.631237,5.20573275,5.1989145,5.2488785
"Q749K0",5.030727,5.403478,5.3797405,5.144723,5.0079655,5.608038,5.0079655,5.082694,5.036318
"Q74C15",5.690908,4.781269,4.829658,5.337,5.743394,5.215558,5.743394,4.981546,5.3717445
"A0LIY8",4.9551695,5.414475,5.5361745,5.240648,5.09564475,4.959064,5.09564475,5.462055,5.259276
"Q74C13",7.3336915,6.594216,6.5898325,6.562186,7.39954475,6.424114,7.39954475,6.6535465,6.626523
"P60837",6.193474,5.389215,5.3111655,5.980481,6.1951705,6.061151,6.1951705,5.551235,6.032618
"Q74C46",5.572893,5.157025,5.351914,5.309375,4.934513,5.114592,4.934513,5.184608,5.2898755
"Q74A32",5.105308,5.007379,5.229399,5.51541,5.1622015,5.126727,5.1622015,5.325826,5.306851
"Q74CW6",5.1547845,5.506916,5.594329,5.098513,4.87714275,5.278785,4.87714275,5.504541,5.1738295
"Q74BV8",5.175119,5.440076,5.4443215,5.16547,5.2183575,5.307364,5.2183575,5.669877,5.1423835
"Q74CT5",7.664387,7.469527,7.3809135,7.931753,7.6862765,7.798229,7.6862765,7.407009,7.8402805
"Q74A82",5.331275,5.464328,5.323751,5.325,5.2273185,5.338304,5.2273185,5.3192955,5.315724
"A0A0D5NBI8",4.888351,5.942708,5.8549915,5.049387,4.824696,4.613958,4.824696,5.9879855,4.940865
"Q74C95",6.268498,6.316935,6.3823255,6.091561,6.213189,6.323108,6.213189,6.2798995,6.1345055
"Q74H77",5.8031925,5.693272,5.493732,5.758049,5.86686225,5.666565,5.86686225,5.4836535,5.7610415
"Q74GD8",6.128303,5.962317,5.8663785,5.925131,6.073564,5.924884,6.073564,5.8692185,5.9270375
"Q747H5",7.650026,7.678955,7.574624,7.969192,7.645502,8.009068,7.645502,7.713094,7.951888
"Q747B9",5.1411245,5.450246,5.4980805,4.949668,4.98890375,5.483973,4.98890375,5.4548695,5.280012
"A0LFF5",4.9038805,5.437029,5.488786,5.511092,4.98107725,5.015459,4.98107725,5.4917035,5.311587
"Q74D56",7.7478925,7.125774,7.0876315,7.877256,7.73228175,7.594481,7.73228175,7.130469,7.759375
"Q74EK0",5.6168595,5.39623,5.384237,5.40785,5.50830125,5.36502,5.50830125,5.433677,5.4535555
"Q74GH6",7.0814465,6.772703,6.7574155,7.135737,7.05204075,7.013048,7.05204075,6.8138295,7.114141
"Q74C17",5.92519,5.224424,5.233792,5.246991,5.818684,5.478307,5.818684,5.242255,5.25995
"Q74F26",5.34425,7.877815,7.8350685,7.51472,5.200349,7.388882,5.200349,7.839582,7.460979
"Q74BP9",5.220855,5.682479,5.559481,4.810709,5.205395,5.664426,5.205395,5.6213175,5.0737955
"Q74G04",5.327186,5.521052,5.2842365,5.441763,5.2944335,4.95577,5.2944335,5.468616,5.3792545
"Q74AP4",4.807656,5.505334,5.5932475,5.187501,4.7669935,5.20249,4.7669935,5.452552,5.01198
"Q746R8",6.8051275,6.329215,6.199312,7.25902,6.79325125,7.027472,6.79325125,6.317423,7.1174005
"P60970",5.248585,5.548576,5.5188095,5.282822,5.4207305,5.13735,5.4207305,5.238204,5.084423
"A0LEH2",5.0944375,5.488074,5.4578845,5.346262,4.98319275,5.224353,4.98319275,5.480316,5.1796885
"Q74EI6",6.9001885,7.133028,7.030461,6.34692,6.87006875,6.392328,6.87006875,7.235453,6.38568
"A0A0D5NBE8",5.0165335,5.051128,5.178774,5.225196,4.89768875,5.307411,4.89768875,5.1502635,5.169743
"A0LI63",4.9133055,5.029342,5.2837475,5.133797,5.24855825,5.255684,5.24855825,5.0433625,5.1358825
"A0A0D5N5G6",5.0284545,5.084492,5.285548,5.114993,5.31677425,5.170373,5.31677425,5.318578,5.1996635
"Q747Y4",5.0213045,5.527741,5.536894,5.382926,5.02404875,4.82402,5.02404875,5.4652265,5.164914
"A0A0D5N3U7",6.586242,7.634588,7.512169,6.834446,6.6073255,6.843837,6.6073255,7.657756,6.7214165
"Q74C54",5.376259,5.279599,5.396987,5.272097,5.2821295,5.524604,5.2821295,5.236695,5.372068
"Q74AW9",4.8566915,5.247929,5.456269,5.276876,4.91772225,5.323975,4.91772225,5.297243,5.156737
"Q748N2",6.161446,5.501443,5.2404105,5.714078,6.1969285,5.229442,6.1969285,5.348913,5.6621935
"Q749D5",4.9933085,5.280663,5.2810205,4.746935,5.08782275,5.90863,5.08782275,5.5523035,4.984086
"Q74H08",6.3345875,5.559838,5.7181905,5.188053,6.30421075,5.188648,6.30421075,5.3807395,5.060545
"A0LQ33",5.673685,5.474164,5.430352,4.79639,5.1173045,5.213937,5.1173045,5.352657,5.1777285
"A0LQQ8",4.9628525,5.631626,5.631183,5.15486,4.91644825,5.457817,4.91644825,5.7226445,5.1776735
"A0LP12",4.98079,5.548864,5.183612,5.347219,4.8580395,5.051884,4.8580395,5.330328,5.145904
"Q74F73",5.6281865,6.185825,6.33792,5.553021,5.82854125,4.78807,5.82854125,6.161447,5.702778
"Q74B36",5.421728,5.270927,5.24639,5.320811,5.34332,5.173356,5.34332,5.2977595,5.31589
"Q74CL3",8.781091,7.51925,7.491959,7.705025,8.7463435,8.334394,8.7463435,7.5297275,8.044465
"A0LNC1",4.614019,5.090579,5.363272,4.928855,4.739853,4.930346,4.739853,5.0804375,5.00741
"Q74GR1",4.9940645,5.54199,5.4338205,5.359159,4.76268525,5.372043,4.76268525,5.3739945,5.225918
"Q74BQ9",5.1267115,5.341012,5.381539,5.193878,5.06053625,5.208788,5.06053625,5.352853,4.977001
"Q747C4",5.094532,5.407415,5.589662,5.543734,5.1614965,4.989503,5.1614965,5.4471475,5.4007955
"Q748B8",7.6030325,7.088243,6.908351,7.710955,7.14928775,7.669921,7.14928775,6.9699705,7.708926
"Q74BP7",4.7915855,5.005938,5.168768,5.141277,4.92595125,5.142701,4.92595125,5.082949,5.050203
"Q74FE6",4.890434,5.264962,5.249617,4.752564,4.9606865,4.772882,4.9606865,5.419295,5.1478265
"Q74G87",8.2158465,8.50315,8.4770075,8.448212,8.21353675,8.374363,8.21353675,8.503906,8.390103
"Q74E26",5.47221,5.53662,5.545166,5.320043,5.4376225,5.402227,5.4376225,5.3473995,5.397748
"Q74EF5",4.8714845,5.105389,5.206101,5.278982,4.88839725,5.327564,4.88839725,5.1681435,5.0143225
"Q74GA2",8.3936815,7.048791,6.976201,7.470322,8.37775175,7.913544,8.37775175,7.0428695,7.685432
"Q749R0",4.8316735,5.400254,5.7496735,5.302329,4.86515725,5.332841,4.86515725,5.2850005,5.149233
"Q74BZ6",5.20005,5.371278,5.4113795,5.220506,5.039402,5.049306,5.039402,5.388178,5.197761
"Q74C63",6.521267,6.428167,6.281936,6.694237,6.48185,6.656261,6.48185,6.156045,6.697937
"Q747F4",5.9983245,6.475308,6.4235665,6.467253,6.08104075,6.435637,6.08104075,6.269696,6.3706825
"A0LJ75",4.8289895,4.970119,5.063157,5.343556,4.89191825,5.467642,4.89191825,4.835779,5.179148
"Q74A42",6.7910875,5.61437,5.6606845,7.186646,6.77578875,7.152013,6.77578875,5.54749,7.1326965
"Q74GL7",6.6822545,6.177017,6.053126,6.919523,6.74692825,6.666443,6.74692825,6.2175155,6.7606285
"Q74H68",8.41897,8.758716,8.8494795,8.3369,8.454162,8.277357,8.454162,8.8025355,8.2151435
"Q748K8",4.9218605,5.187883,5.192677,4.915496,5.17068875,4.826482,5.17068875,5.129679,5.172487
"Q74DB8",4.9921105,5.438969,5.250281,5.060592,4.87764325,5.530998,4.87764325,5.447644,5.0152395
"Q749J7",4.773523,5.1375,5.2933255,5.113681,4.779587,5.727677,4.779587,5.3679835,5.1097535
"Q748B1",6.4660685,5.308348,5.4578745,5.909577,6.46927325,6.061452,6.46927325,5.4759895,5.9628035
"Q747J1",5.80393,6.281783,6.2632775,6.044461,5.9623835,6.063859,5.9623835,6.321812,5.9339025
"I7FK98",5.6778725,5.527242,5.5145815,5.139685,5.36676875,4.885151,5.36676875,5.3229525,5.0876475
"Q74AU5",5.5108745,5.085264,4.999559,5.135535,5.56396875,5.304163,5.56396875,5.1207095,5.0656595
"Q74EF9",6.7376925,6.494015,6.3980755,6.592809,6.69917475,6.396234,6.69917475,6.578886,6.5349
"Q74AE5",6.300884,6.696156,6.6639165,5.996897,6.3350595,5.904575,6.3350595,6.6654325,5.9633315
"Q74AJ4",5.1849255,5.553993,5.6546845,5.379797,5.21901375,5.357786,5.21901375,5.282662,5.092952
"A0A0D5NBX0",4.9350175,5.446455,5.1311655,5.622981,5.11581925,4.693737,5.11581925,5.261585,5.4248165
"Q74B27",6.2050475,6.226342,6.1732605,6.003719,6.25628275,6.25549,6.25628275,6.2199965,6.0220025
"Q74DT1",6.1165375,6.210533,6.1884665,5.875316,5.93669675,6.004192,5.93669675,6.236907,5.7591025
"Q840M1",7.546043,7.068223,7.2228105,7.524006,7.445011,7.64661,7.445011,7.0892885,7.512772
"A0LFX1",5.1178755,5.409925,5.570761,4.860947,5.06044125,5.024332,5.06044125,5.3956005,5.169634
"Q74AN2",5.395719,6.044265,5.931064,5.467786,5.2397805,5.535961,5.2397805,6.2149535,5.124708
"Q74F64",4.9717525,5.220919,5.382634,5.012201,5.06550925,5.022166,5.06550925,5.325317,5.177903
"Q74EC0",5.094248,5.321411,5.2267425,5.39667,5.0726615,5.346783,5.0726615,5.29399,5.3149855
"A0A0D5N9E5",4.9252825,5.516457,5.5106835,4.76794,4.97661575,5.235488,4.97661575,5.5324375,4.954802
"Q749Q5",5.078411,5.257918,5.856633,5.268999,4.843453,5.25003,4.843453,5.430672,5.247167
"Q74EZ3",5.916925,6.238673,6.141822,6.022799,5.9614385,6.051423,5.9614385,6.17421,5.9754105
"A0LGZ9",4.837805,5.044948,5.202906,5.055195,4.8996975,4.597144,4.8996975,5.1612475,5.272242
"Q74FK9",6.679641,5.554198,5.5183425,6.258158,6.663727,6.16717,6.663727,5.694522,6.231573
"Q747E5",5.5169395,5.232615,5.1520615,5.105987,5.51680325,5.053424,5.51680325,5.278788,5.3047325
"Q74BL4",5.745456,5.296783,5.2767005,5.177003,5.194866,5.393008,5.194866,5.307515,5.159715
"Q74AU0",5.881445,5.570239,5.423731,6.738535,5.876404,6.410963,5.876404,5.3334565,6.3635825
"Q748A2",5.7381445,4.986455,5.394615,5.341626,5.72650525,5.223401,5.72650525,5.291987,5.384826
"Q747X5",5.1709545,5.026372,5.251542,5.131458,5.20838125,5.232055,5.20838125,5.200434,5.208598
"A0LFF9",5.044511,5.312512,5.1812115,5.198189,5.1533435,5.201246,5.1533435,5.4470765,5.0087815
"Q74BM4",6.4499945,5.316403,5.347741,5.356504,6.37283575,5.329622,6.37283575,5.4379195,5.276271
"Q74EN4",6.3832005,7.130173,7.193325,6.782573,6.33745125,6.601919,6.33745125,7.1401885,6.661795
"Q749I5",5.1219665,5.358495,5.321699,5.36702,5.06156875,5.003891,5.06156875,5.458665,5.190518
"Q74BR9",4.910603,5.289758,5.452121,5.023247,4.703582,5.224179,4.703582,5.3127895,5.043425
"Q749I1",5.753098,5.578169,5.5190025,5.289148,5.6497895,5.302891,5.6497895,5.486131,5.484532
"Q74AT5",6.721562,6.574332,6.6028725,6.22876,6.679085,6.206637,6.679085,6.5899155,6.183658
"Q74AT8",7.260743,7.037944,7.0382025,6.84462,7.190082,6.698361,7.190082,7.0243975,6.8951845
"Q746Q7",5.3668365,4.991022,5.353318,5.669875,5.45988025,5.675687,5.45988025,5.1181575,5.260466
"Q74EH0",6.0568545,6.416191,6.3577075,6.045714,5.86309475,5.920014,5.86309475,6.333805,6.0441055
"Q747D2",5.509111,6.111061,6.1158175,5.850579,5.1241875,5.33511,5.1241875,5.7938795,5.5749715
"Q746Y2",6.03702,5.368523,5.3150245,6.031772,6.1443415,6.176207,6.1443415,5.5870695,6.0272035
"Q748M7",4.9329855,5.675193,5.635977,4.936222,5.01091525,5.129574,5.01091525,5.656133,5.108516
"Q74D87",5.596088,5.081187,5.2275095,5.935301,5.6353555,5.762348,5.6353555,5.25481,5.827482
"Q74C16",6.2320365,5.170864,5.2137805,5.007356,6.21104425,6.034508,6.21104425,5.1890335,4.9832865
"Q74C72",5.088449,5.664882,5.4172105,4.794314,5.189108,4.887078,5.189108,5.616604,4.974717
"Q74EL3",5.095009,5.202026,5.2398335,5.297695,4.9253675,5.504362,4.9253675,5.400944,5.1493895
"Q74CU0",5.047769,5.254978,5.2678625,4.920373,4.8837425,5.690903,4.8837425,5.392097,4.98594
"Q74EX7",5.012953,5.385261,5.3487565,5.421049,5.176742,5.440641,5.176742,5.4223405,5.260573
"Q74EM8",6.281517,5.56856,5.4659235,6.123917,6.3811285,6.104931,6.3811285,5.6088305,6.0983775
"A0LFC2",5.17975,5.029847,5.02006,4.779151,5.177653,4.744775,5.177653,5.1884525,4.882104
"Q74BQ6",5.5487145,5.279193,5.2812785,5.372083,5.45617275,5.138353,5.45617275,5.330911,5.1804215
"A0LM20",4.741831,5.505646,5.4575005,5.325088,4.877743,5.148726,4.877743,5.3798645,5.2443895
"Q74BX2",8.1798385,7.962246,7.9533865,8.310948,8.25294375,8.055532,8.25294375,7.9543,8.256541
"Q749B5",5.1147025,5.289791,5.4848215,4.886106,5.14998825,5.422508,5.14998825,5.3971355,5.0393925
"Q74E94",5.0158505,5.552075,6.065878,5.140978,5.12008125,5.480587,5.12008125,5.428706,5.197051
"Q74D74",5.577319,5.707362,5.979573,5.290436,5.5258625,5.287445,5.5258625,5.994856,5.4319325
"Q74A44",4.8431775,5.191983,5.549597,5.089319,4.70213925,5.105511,4.70213925,5.044742,5.100256
"A0A0D5N9F4",4.951282,5.316977,5.2550195,5.509543,4.997317,4.7721,4.997317,5.3342215,5.2422705
"Q74DW6",5.0273195,5.43817,5.3957625,5.004941,5.39432275,5.545999,5.39432275,5.150825,4.9323045
"P60542",5.036854,5.204823,5.275459,5.149905,4.992755,5.077136,4.992755,5.3165175,5.0996595
"Q74EL4",5.0605515,5.275805,5.0685375,5.535272,4.90317925,4.913616,4.90317925,5.2894935,5.4184885
"Q749N2",6.4128495,7.168674,7.230487,6.64437,6.45400975,6.531632,6.45400975,7.2230155,6.601833
"Q74AN6",5.0468845,5.184208,5.3494245,5.375388,4.98918675,5.388074,4.98918675,5.2126325,5.1354255
"Q74ED0",5.155345,5.087539,5.110929,5.202162,4.929526,5.057289,4.929526,5.0423525,5.1820275
"Q74BY6",6.1588015,5.460055,5.2791025,5.616444,6.13949025,5.828144,6.13949025,5.530307,5.672622
"A0LMK3",4.9137485,5.308184,5.408771,5.073081,5.00673675,4.918616,5.00673675,5.3292525,5.0515225
"Q74BJ6",7.3324185,6.344275,5.9329745,7.138808,7.20370875,7.106225,7.20370875,5.9277915,7.2920115
"A0LLT1",5.017067,5.195034,5.0957545,4.948634,4.9636575,5.314064,4.9636575,5.225099,5.0080715
"Q74GR3",7.8830375,8.012458,7.900016,7.145973,7.93306325,6.930419,7.93306325,7.9460265,7.038094
"CON__sp|Q02257|PLAK_MOUSE",5.180915,5.378001,5.4102785,5.096816,4.98553,5.338122,4.98553,5.2484,4.9737245
"Q74CD3",5.191723,5.390882,5.479079,5.416023,5.184205,5.465495,5.184205,5.3127355,5.0439835
"A0LK38",5.2198115,5.630018,5.429515,4.896765,5.13062425,5.041172,5.13062425,5.5627855,5.098181
"Q74ED6",4.87703,5.211048,5.3188865,5.466669,4.864588,4.905872,4.864588,5.2676445,5.3837245
"P60344",5.086268,5.196881,5.1481295,5.673196,4.8316455,5.351255,4.8316455,5.247135,5.615628
"Q74H59",7.9591125,7.184066,7.0245555,7.925709,7.94736025,7.960475,7.94736025,7.131967,7.9678985
"Q747L4",5.1017085,4.909191,5.091215,5.32758,5.05504475,5.060572,5.05504475,5.1146875,5.0406265
"Q74EU1",6.078446,6.05576,6.244949,5.730193,6.0140085,6.245537,6.0140085,6.0865655,6.021291
"Q749N7",4.8821965,5.629194,5.548407,5.007259,5.12742525,5.126393,5.12742525,5.4610015,5.186593
"A0LJZ2",5.166245,4.658609,5.088558,5.396355,5.034544,4.968305,5.034544,4.807739,5.311897
"Q74CS2",6.614871,6.207068,5.9817265,6.342916,6.6691345,6.211494,6.6691345,6.201013,6.2935965
"A0LI05",4.869211,5.007733,5.3744765,5.113127,5.061405,5.356632,5.061405,5.245246,4.956282
"Q74GC7",6.1962885,6.165482,6.394944,5.915954,6.23470275,5.979667,6.23470275,6.308757,5.9329795
"Q74AE1",5.3307015,5.438904,5.648856,4.990687,5.52497475,5.127716,5.52497475,5.569206,5.112447
"A0LM93",5.2730425,5.219439,5.4607955,4.866795,5.20273875,5.345589,5.20273875,5.2952615,4.899574
"Q74GH2",7.189977,7.61149,7.259397,7.462907,7.2022515,7.495183,7.2022515,7.5998195,7.231421
"Q74B94",5.2140765,4.972477,5.096653,5.30301,5.24620025,5.385431,5.24620025,5.236744,5.3196495
"Q74CG8",5.7335205,5.490419,5.472388,5.201206,5.80186275,5.05835,5.80186275,5.3793185,5.1571565
"A0LFX4",5.128818,5.550105,5.444289,5.104367,5.2141975,5.198944,5.2141975,5.316494,5.2867915
"P61422",5.625611,5.910849,5.8985685,5.649384,5.7097495,5.399567,5.7097495,5.686889,5.4275515
"Q74FM2",4.769463,5.188377,5.326724,5.387023,4.953212,5.043402,4.953212,5.510927,5.0629015
"Q74AC4",4.64529,5.350541,5.2980615,5.289621,4.778892,5.303358,4.778892,5.3554785,5.267306
"Q74CE4",6.0957285,5.656702,5.442572,5.768239,5.97920725,5.937016,5.97920725,5.6354935,5.736409
"Q748B7",5.252872,5.44359,5.5114355,4.95415,5.075016,5.526381,5.075016,5.402937,5.148552
"Q747F8",5.1307925,4.892398,5.162167,5.124134,5.20940875,5.442204,5.20940875,4.9380065,5.1690315
"Q74CY7",5.2118525,5.120837,5.086682,5.176872,5.20172175,5.407406,5.20172175,5.148289,5.0240125
"Q74ES0",5.116609,5.25463,5.2813505,5.498213,5.147133,4.820108,5.147133,5.5230785,5.0993345
"Q74GB6",6.7019115,6.821952,6.893913,6.244574,6.66981075,6.285647,6.66981075,6.9408335,6.2526445
"Q74B43",6.0684515,6.457322,6.560841,6.066885,6.09541575,6.021892,6.09541575,6.477651,6.0461775
"Q74F33",5.7586705,5.182906,5.059072,5.724186,5.71110075,5.705522,5.71110075,5.342789,5.683241
"Q74AN8",4.670151,5.466939,5.44413,5.372968,4.8016165,5.385684,4.8016165,5.484314,5.428188
"Q74CY4",4.8563195,5.02867,5.3684,4.848172,4.78062925,4.658833,4.78062925,5.244011,5.0584455
